lat,lon
21.036403,105.727235
20.985272,105.843605
20.978546,105.796775
21.028933,105.855453
21.0460937,105.8002357
21.0536611,105.8122562
10.843992,106.664704
10.799708,106.69351
21.062787,105.807466
10.8061458,106.7445753
21.0623173,105.7248362
20.995976,105.848687
21.063209,105.903308
21.016988,105.849281
20.9753072,105.7621905
21.0634544,105.8330554
20.998322,105.867558
21.007827,105.814396
20.971822,105.783025
10.775504,106.615699
21.000238,105.802417
20.996592,105.810411
10.770856,106.682888
21.010484,105.818445
21.035696,105.762105
21.0420822,105.7750737
20.992373,105.849476
21.040807,105.76415
21.0087543,105.9681083
10.7342533,106.7084591
10.6758408,106.759516
21.0829825,105.881158
20.997167,105.799055
20.980954,105.817632
20.9697199,105.7984527
20.98327,105.7823339
10.818738,106.821473
21.015023,105.8012798
10.748695,106.61264
21.022002,105.774704
21.089607,105.8126882
21.014174,105.810768
21.042287,105.81706
21.073761,105.812858
10.784073,106.800586
20.966969,105.832359
10.811482,106.695286
10.768657,106.669021
10.974683,106.518274
21.047696,105.735788
21.032816,105.763414
20.971983,105.748344
20.989024,105.765531
21.014473,105.8503637
21.068216,105.889735
20.975468,105.781978
10.7951809,106.6890184
21.042223,105.817208
10.788716,106.676324
21.0025101,105.8298183
20.974147,105.774628
20.996631,105.825704
10.8070255,106.7882419
20.991234,105.839688
10.790148,106.621252
10.7564115,106.6515776
21.0031997,105.8243757
21.0574207,105.8657287
21.025211,105.773686
21.015176,105.81703
10.7416532,106.70387
21.0035252,105.8021818
21.0918031,105.7775876
20.9841541,105.8599079
10.7911654,106.7007552
20.971641,105.790634
21.039291,105.815827
10.684358,106.644744
21.0342609,105.7961123
20.9923406,105.7858851
21.1173165,105.8151231
21.0346956,105.7404713
21.016345,105.821532
21.037087,105.77601
20.998599,105.805909
10.9536481,106.5255809
21.014682,105.823952
10.838615,106.673122
10.804959,106.715928
10.771829,106.609271
20.988609,105.855455
20.9667523,105.8700343
21.046754,105.877915
10.790439,106.555295
21.02477,105.907459
10.7840511,106.6576389
20.9639246,105.7892446
21.0497485,105.8838407
21.029744,105.810345
21.018334,105.7987789
21.012664,105.746597
21.0750865,105.9301406
10.766676,106.671784
21.016197,105.808227
20.9774408,105.7758669
10.790682,106.69087
10.643628,106.787719
10.753618,106.592556
21.0090413,105.7203464
21.0385586,105.8761784
20.973544,105.825411
20.9682404,105.7542001
10.8132384,106.6017345
21.041282,105.751494
20.9683342,105.7869592
20.997193,105.818177
10.807324,106.683891
20.9860864,105.9294967
10.7621006,106.6937563
10.871755,106.667527
10.7862925,106.7678012
21.02815,105.768272
21.017355,105.775199
21.0188645695107,105.84079962167
21.0480535,105.8096705
10.785508,106.67842
20.995614,105.830456
21.0339072,105.852375
10.811545,106.6988978
21.0873959,105.7555013
21.049911,105.763549
21.057374,105.887126
20.9646433,105.7830713
21.0108436,105.7951254
10.798835,106.662162
10.773814,106.682932
20.969753,105.774231
21.0416759,105.7764848
10.80696,106.719017
20.987248,105.769703
21.0314511,105.8269747
20.9631552,105.8172983
21.0780093,105.8124999
20.9605738,105.7711673
10.797893,106.6376362
21.0384519,105.429277
20.995763,105.745107
10.725412,106.594276
20.978264,105.835951
20.995883,105.874019
10.810419,106.612655
21.0161086,105.8146779
10.789951,106.696146
10.784296,106.629396
10.8751624,106.6292251
21.0109667,105.8221301
10.813851,106.709028
20.9732844,105.8179377
10.688548,106.585091
21.014209,105.806528
10.7383577,106.6586829
21.0072984,105.9494052
10.801725,106.648716
21.020876,105.855877
20.995935,105.8219564
10.646513,106.631123
21.053065,105.837073
10.840216,106.678869
10.8579106,106.7491996
21.0106575,105.8599784
21.017058,105.74067
20.990461655547,105.804231505465
21.0037916,105.8374303
10.795715,106.707246
20.974712,105.777594
20.9817024,105.7423936
20.97122,105.834012
10.774711,106.676113
10.767687,106.673347
20.99484,105.842597
10.768798,106.699258
10.787279,106.672045
21.0099878,105.8046614
10.850013,106.652112
20.978724,105.796025
20.998952,105.869286
10.708247,106.709526
21.033871,105.84898
10.813342,106.667146
20.7843801,105.8873591
20.9822339,105.8329004
21.0652855,105.8976832
21.0329881,105.798454
21.0485044,105.7955963
10.803986,106.685425
20.965011,105.775271
21.0074016,105.7769326
21.0335683,105.72768
10.975818,106.490351
20.999416,105.825194
21.0190665,105.828982
21.1779073,105.8519161
21.0244918,105.8271796
21.0428539,105.7966892
10.807598,106.634793
10.7928767,106.624282
21.000282,105.830805
10.827507,106.684006
21.018213,105.824451
10.805566,106.69605
21.0605354,105.9170945
